"lon","lat","uniqueid","eventdate","eventCategory","population","literacy_rate","worker_population","police_proximity","postal_proximity","hospital_proximity","university_proximity","college_proximity","school_proximity","police_density","postal_density","hospital_density","university_density","college_density","school_density"
78.35,19.1,294750566,"04/24/2014","Demand",2431247,0.610117770839409,0.544439540696605,0.229724222016808,0.228756489964711,0.0183469681017944,0.11481980594335,0.0567542338609157,0.054005178419302,0,0,0,0,0,0
78.5333,19.6667,296854733,"05/11/2014","Demand",2431247,0.610117770839409,0.544439540696605,0.125487544979942,0.160813689649674,0.00150364819044235,0.098330718588841,0.000763426218790054,0.0006534474822462,0,0,0.00634920634920635,0,0.0289855072463768,0.0115830115830116
78.5333,19.6667,299443469,"05/31/2014","Coerce",2431247,0.610117770839409,0.544439540696605,0.125487544979942,0.160813689649674,0.00150364819044235,0.098330718588841,0.000763426218790054,0.0006534474822462,0,0,0.00634920634920635,0,0.0289855072463768,0.0115830115830116
78.5333,19.6667,297750866,"05/18/2014","Threaten",2431247,0.610117770839409,0.544439540696605,0.125487544979942,0.160813689649674,0.00150364819044235,0.098330718588841,0.000763426218790054,0.0006534474822462,0,0,0.00634920634920635,0,0.0289855072463768,0.0115830115830116
78.1667,19.1,286554908,"02/19/2014","Threaten",2431247,0.610117770839409,0.544439540696605,0.25406330398015,0.261632166286113,0.0368619816264421,0.116607903121977,0.0918234673098835,0.0740266906516556,0,0,0,0,0,0
78.35,19.1,299462939,"05/31/2014","Coerce",2431247,0.610117770839409,0.544439540696605,0.229724222016808,0.228756489964711,0.0183469681017944,0.11481980594335,0.0567542338609157,0.054005178419302,0,0,0,0,0,0
78.5333,19.6667,287485304,"02/26/2014","Fight",2431247,0.610117770839409,0.544439540696605,0.125487544979942,0.160813689649674,0.00150364819044235,0.098330718588841,0.000763426218790054,0.0006534474822462,0,0,0.00634920634920635,0,0.0289855072463768,0.0115830115830116
78.35,19.1,298893085,"05/27/2014","Fight",2431247,0.610117770839409,0.544439540696605,0.229724222016808,0.228756489964711,0.0183469681017944,0.11481980594335,0.0567542338609157,0.054005178419302,0,0,0,0,0,0
78.35,19.1,299349992,"05/30/2014","Coerce",2431247,0.610117770839409,0.544439540696605,0.229724222016808,0.228756489964711,0.0183469681017944,0.11481980594335,0.0567542338609157,0.054005178419302,0,0,0,0,0,0
78.35,19.1,302912678,"06/27/2014","Coerce",2431247,0.610117770839409,0.544439540696605,0.229724222016808,0.228756489964711,0.0183469681017944,0.11481980594335,0.0567542338609157,0.054005178419302,0,0,0,0,0,0
77.9667,18.9667,293029682,"04/11/2014","Coerce",2431247,0.610117770839409,0.544439540696605,0.278938688476111,0.257247078274474,0.0288349754483601,0.110817603606627,0.130957860069914,0.0717139568218934,0,0,0,0,0,0
78.35,19.1,295965172,"05/04/2014","Fight",2431247,0.610117770839409,0.544439540696605,0.229724222016808,0.228756489964711,0.0183469681017944,0.11481980594335,0.0567542338609157,0.054005178419302,0,0,0,0,0,0
78.35,19.1,286011815,"02/15/2014","Demand",2431247,0.610117770839409,0.544439540696605,0.229724222016808,0.228756489964711,0.0183469681017944,0.11481980594335,0.0567542338609157,0.054005178419302,0,0,0,0,0,0
78.5333,19.6667,285239072,"02/09/2014","Appeal",2431247,0.610117770839409,0.544439540696605,0.125487544979942,0.160813689649674,0.00150364819044235,0.098330718588841,0.000763426218790054,0.0006534474822462,0,0,0.00634920634920635,0,0.0289855072463768,0.0115830115830116
78.35,19.1,295966426,"05/04/2014","Fight",2431247,0.610117770839409,0.544439540696605,0.229724222016808,0.228756489964711,0.0183469681017944,0.11481980594335,0.0567542338609157,0.054005178419302,0,0,0,0,0,0
78.35,19.1,287129051,"02/24/2014","Fight",2431247,0.610117770839409,0.544439540696605,0.229724222016808,0.228756489964711,0.0183469681017944,0.11481980594335,0.0567542338609157,0.054005178419302,0,0,0,0,0,0
78.35,19.1,294941230,"04/25/2014","Appeal",2431247,0.610117770839409,0.544439540696605,0.229724222016808,0.228756489964711,0.0183469681017944,0.11481980594335,0.0567542338609157,0.054005178419302,0,0,0,0,0,0
